file_la,file_ld,file_lt,file_age,file_ddev,file_nuc,own,minor,file_ndev,file_ncomm,file_adev,file_nadev,file_avg_nddev,file_avg_nadev,file_avg_ncomm,file_ns,file_exp,file_sexp,file_rexp,file_nd,file_sctr,Bugs,commit_hash
10.0,11.0,39.0,2.865342835872324,6.0,3.0,0.8653166406988276,0.0,107.0,43.0,3.0,43.0,5.43203988332275,2.244242126430039,2.244243091237536,1.0,124.0,21.57195383555203,1.2859960223693745,1.0,-0.0936142100260293,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
9.0,13.0,40.0,2.8758528373423564,6.0,3.0,0.8629411045684815,0.0,111.0,43.0,3.0,43.0,5.578138126720857,2.244241440807462,2.244242343964116,1.0,124.0,21.3151572243936,1.282849966104577,1.0,-0.0986550692399567,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
2.0,10.0,43.0,2.8631633541753403,6.0,3.0,0.8505831857881964,1.0,115.0,43.0,3.0,43.0,5.9942600300440585,2.244244894821099,2.244246041623883,1.0,121.0,21.06527555266594,1.290588165657763,1.0,-0.1185954182750692,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
31.0,10.0,60.0,2.600849021178162,5.0,4.0,0.8426384330750453,1.0,42.0,43.0,4.0,43.0,2.722066305912612,2.2442235592888,2.2442242583173604,1.0,157.0,25.75082758229324,1.3410525900323311,1.0,-0.1528981911527435,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
50.0,5.0,100.0,2.4309464174015103,3.0,4.0,0.8417302949016285,2.0,76.0,43.0,4.0,43.0,1.37529239606022,2.2441893061128098,2.244188402604564,1.0,79.0,21.88387837581667,1.4593695227663654,1.0,-0.1598641372206742,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
2.0,26.0,58.0,2.82636109738478,5.0,3.0,0.8464056835302441,0.0,83.0,43.0,3.0,43.0,4.306094541865235,2.244236665755762,2.244237340723448,1.0,133.0,22.191744920814717,1.2789520131911494,1.0,-0.1154014609968942,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
27.0,32.0,41.0,2.960633629291575,7.0,2.0,0.8186269881507965,1.0,166.0,43.0,2.0,43.0,9.942793273368954,2.2442398529432106,2.2442407323000664,1.0,101.0,16.215133755874447,1.2908981983094063,1.0,-0.2154375738500965,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
8.0,11.0,41.0,2.8671310971550232,6.0,3.0,0.8592087879937497,0.0,107.0,43.0,3.0,43.0,5.373867239589451,2.244241604321028,2.2442425434783124,1.0,123.0,21.34004785575856,1.2854270243055217,1.0,-0.1019644210822666,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
7.0,18.0,50.0,2.712524059584084,4.0,3.0,0.870042005616273,0.0,69.0,43.0,3.0,43.0,2.9950396028084785,2.2442344464913204,2.244235157067565,1.0,126.0,24.609074460430485,1.2827477210815994,1.0,-0.1509890574728205,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
7.0,12.0,42.0,2.859136585110206,6.0,3.0,0.8593352162962191,0.0,103.0,43.0,3.0,43.0,5.207644677581433,2.244240252688351,2.24424112665991,1.0,123.0,21.38696285828101,1.2881780944162098,1.0,-0.1016116089368685,0,559acfd0b89d17a6f3d82fa82d7231700dfd5f13
