file_la,file_ld,file_lt,file_age,file_ddev,file_nuc,own,minor,file_ndev,file_ncomm,file_adev,file_nadev,file_avg_nddev,file_avg_nadev,file_avg_ncomm,file_ns,file_exp,file_sexp,file_rexp,file_nd,file_sctr,Bugs,commit_hash,release
93.0,67.0,460.0,32.661376398144355,3.0,14.0,0.8891344827725984,1.0,97.0,461.0,14.0,461.0,4.240913074775047,36.95544586760678,36.94271517347651,1.0,421.0,364.2345192079835,9.225319135049862,1.0,-0.2580494171119598,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
27.0,26.0,84.0,39.83382405419934,3.0,14.0,0.7890973230509095,0.0,106.0,461.0,14.0,461.0,5.631831025041242,39.41177047239821,39.56303620469848,1.0,358.0,304.556423658456,4.919104586689983,1.0,-0.1315967420505841,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
6.0,23.0,105.0,41.46471983220287,4.0,14.0,0.8741558553165655,1.0,118.0,461.0,14.0,461.0,5.744685356979404,39.14672789750179,39.28102844996784,1.0,467.0,445.7933157879564,3.848783261773333,1.0,-0.1566975986144187,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
14.0,11.0,96.0,47.63361800298808,4.0,14.0,0.7642567159406967,1.0,108.0,461.0,14.0,461.0,6.368237077649781,39.29895750875611,39.44223205638834,1.0,434.0,408.6837060965224,4.138192444647309,1.0,-0.1243680244384462,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
26.0,23.0,60.0,49.43023585965052,4.0,14.0,0.8227852258442939,0.0,118.0,461.0,14.0,461.0,5.783942333707087,39.518029296337474,39.67660859623027,1.0,419.0,388.89464233603593,3.7230985151638425,1.0,-0.1164880403352184,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
24.0,22.0,67.0,49.73013602965426,3.0,14.0,0.8231132326051722,0.0,118.0,461.0,14.0,461.0,5.919429051729913,39.48977433320935,39.6465278567166,1.0,427.0,397.415740677747,3.721760151433843,1.0,-0.1181107661502336,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
154.0,28.0,468.0,51.32356379175705,4.0,14.0,0.8748645789083331,0.0,139.0,464.0,14.0,464.0,5.95201460959407,35.0291784957179,34.87833273163092,1.0,610.0,665.1255205868549,8.165889785583966,1.0,-0.1769880666888638,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
26.0,22.0,68.0,49.0461810882745,3.0,14.0,0.8210066644475803,0.0,117.0,461.0,14.0,461.0,5.890049494579926,39.49522861159764,39.652276797578,1.0,427.0,393.0605330323678,3.746249769324784,1.0,-0.1190518016172145,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
19.0,22.0,86.0,51.07132163023087,4.0,14.0,0.8292823310600312,0.0,118.0,461.0,14.0,461.0,5.9696224984017805,39.17616662499968,39.31169405308654,1.0,433.0,409.93523780205066,3.95358465116068,1.0,-0.1153941684002695,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
11.0,19.0,110.0,37.49543060794491,3.0,14.0,0.8960992940139557,1.0,116.0,461.0,14.0,461.0,5.965245802954409,38.831793701705,38.94418226835701,1.0,472.0,454.41082128596776,4.024446090825881,1.0,-0.1557058370807178,0,17c3f5442f85e736267157fd4ebb8a2fed11dcd8,10.0
