file_la,file_ld,file_lt,file_age,file_ddev,file_nuc,own,minor,file_ndev,file_ncomm,file_adev,file_nadev,file_avg_nddev,file_avg_nadev,file_avg_ncomm,file_ns,file_exp,file_sexp,file_rexp,file_nd,file_sctr,Bugs,commit_hash
20.0,6.0,77.0,18.242254485350035,11.0,12.0,0.7314098793484647,1.0,58.0,126.0,12.0,126.0,12.498655967265917,35.52744575902279,35.52607778222138,1.0,124.0,92.87055343797402,10.48878946822858,1.0,-0.3012263377633374,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
12.0,9.0,69.0,18.248509850204748,9.0,12.0,0.7173848813555743,1.0,54.0,126.0,12.0,126.0,11.262401779456294,35.58501579217195,35.58816576002679,1.0,127.0,96.47020365884602,10.486996103897772,1.0,-0.2753336327772044,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
12.0,7.0,45.0,18.313282456064837,4.0,12.0,0.7262105624676252,1.0,53.0,126.0,12.0,126.0,10.955726404583077,35.56510575273557,35.566263239415186,1.0,100.0,78.18280556093342,10.4741017008747,1.0,-0.3319445315800474,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
16.0,13.0,64.0,18.08612655714872,13.0,12.0,0.7120917443471169,3.0,81.0,126.0,12.0,126.0,13.603180014302168,35.56178594273811,35.56317118252952,1.0,117.0,92.9760055497786,10.460474181293476,1.0,-0.2792768088645798,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
14.0,7.0,46.0,18.282492107660246,5.0,12.0,0.7184777610755413,2.0,61.0,126.0,12.0,126.0,11.385748722242322,35.56541232058212,35.56658651380351,1.0,98.0,76.50242093322103,10.47108581806821,1.0,-0.3288029943751936,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
18.0,10.0,79.0,18.192694125245225,10.0,12.0,0.7335129712831338,1.0,59.0,126.0,12.0,126.0,11.971784231565794,35.58654081757391,35.589972329125786,1.0,123.0,95.06173331499951,10.489437989864491,1.0,-0.2755754438274326,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
15.0,10.0,99.0,18.11432303011249,11.0,12.0,0.7845270308539883,1.0,64.0,126.0,12.0,126.0,13.626023916088782,35.58095641394989,35.58386110499421,1.0,121.0,94.83534513434284,10.491029901998248,1.0,-0.304352625082813,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
21.0,7.0,119.0,18.1227329129313,9.0,12.0,0.7794387716609475,2.0,63.0,126.0,13.0,126.0,14.068109301853369,35.54199930875877,35.542230181663506,1.0,112.0,87.46092223784113,10.509041967812596,1.0,-0.3043656026166739,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
15.0,8.0,50.0,18.298016339816947,4.0,12.0,0.7007648616533103,1.0,53.0,126.0,12.0,126.0,10.69271216965013,35.568022687667536,35.56937032877939,1.0,90.0,70.83193567979623,10.478416406637107,1.0,-0.3414129929325233,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
11.0,7.0,38.0,18.32607109109397,3.0,12.0,0.7271045680995724,1.0,52.0,126.0,12.0,126.0,10.537758368191597,35.57412998452214,35.575998697056775,1.0,97.0,76.3485360517521,10.47113733108602,1.0,-0.3339416023799297,0,1c5fbd661f38a8c92d2adbcbc1568bd9051a9da8
