file_la,file_ld,file_lt,file_age,file_ddev,file_nuc,own,minor,file_ndev,file_ncomm,file_adev,file_nadev,file_avg_nddev,file_avg_nadev,file_avg_ncomm,file_ns,file_exp,file_sexp,file_rexp,file_nd,file_sctr,Bugs,commit_hash,release
116.0,3.0,297.0,4.891750482722244,2.0,23.0,1.0148439776046243,0.0,63.0,1830.0,24.0,1830.0,13.508168367388144,397.3533178363798,397.5483740566216,1.0,611.0,275.9803616626724,7.99327179176752,1.0,-0.1406087763203676,1,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
14.0,1.0,77.0,0.0249884259259259,1.0,5.0,1.0,0.0,4.0,20.0,5.0,20.0,4.0,20.0,20.0,1.0,40.0,13.0,21.00926354793886,1.0,-0.1593284520369008,1,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
70.0,6.0,398.0,5.371049194493271,2.0,22.0,0.9974541659683992,0.0,31.0,1830.0,23.0,1830.0,9.456002754561467,395.96664001430906,396.0693947528139,1.0,622.0,278.5704939954068,7.96730607867278,1.0,-0.2838241180141516,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
50.0,5.0,272.0,6.422094400037025,2.0,23.0,0.9907623090991576,0.0,82.0,1830.0,23.0,1830.0,18.24595326408101,402.9448806476226,403.5112481079981,1.0,539.0,246.8571706008352,8.036312131367813,1.0,-0.2322884102150927,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
36.0,5.0,229.0,6.271230720594765,2.0,23.0,0.9870807960954356,0.0,80.0,1830.0,23.0,1830.0,17.73694022146136,402.6040400333425,403.1477616739717,1.0,538.0,245.91445076610376,8.034447833757683,1.0,-0.2180535798507099,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
35.0,5.0,215.0,6.128396810606011,2.0,23.0,0.9602884804654954,0.0,77.0,1830.0,23.0,1830.0,17.03568595362778,402.4278056606028,402.9598114593323,1.0,524.0,240.7794493480402,8.034478992977865,1.0,-0.2098470292601152,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
21.0,5.0,311.0,6.439505427207882,2.0,23.0,0.9833852819320408,0.0,48.0,1830.0,23.0,1830.0,11.632764031951671,401.2420933681371,401.6955523765855,1.0,609.0,271.3933970288143,8.01018638977834,1.0,-0.2754416096370305,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
53.0,5.0,274.0,6.294205457066778,2.0,23.0,0.9782807813541454,0.0,46.0,1830.0,23.0,1830.0,11.65895303971442,401.4378421092285,401.9043787916344,1.0,612.0,274.65073052418643,8.006482073712077,1.0,-0.2857861377445897,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
211.0,5.0,357.0,4.245001661860201,2.0,22.0,0.9955687109272724,0.0,53.0,1830.0,23.0,1830.0,12.240085226702368,395.6203109911796,395.7004072620208,1.0,580.0,258.22841744099776,7.949545945672272,1.0,-0.3112055689569193,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
48.0,5.0,263.0,6.386586949827573,2.0,23.0,0.9905666735706948,0.0,81.0,1830.0,23.0,1830.0,18.083221995136764,402.9008224096849,403.4642608960202,1.0,537.0,245.88683448513584,8.036441664119316,1.0,-0.2284118123329735,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
1.0,5.0,296.0,6.424662613559567,2.0,23.0,0.9826197270351557,0.0,59.0,1830.0,23.0,1830.0,13.447328374352262,401.98396838166303,402.4866158333821,1.0,582.0,260.86445818746364,8.019765333377702,1.0,-0.2518417331424536,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
1.0,5.0,294.0,6.312583826606987,3.0,23.0,0.9806425254823512,0.0,57.0,1830.0,23.0,1830.0,12.513290780077028,401.48467385713496,401.953935128337,1.0,572.0,252.79766977070204,8.014534499183416,1.0,-0.2508089094975012,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
49.0,5.0,264.0,6.384260812953869,2.0,23.0,0.988909899085074,0.0,82.0,1830.0,23.0,1830.0,18.21806218162595,402.78327903969625,403.3389056610677,1.0,539.0,246.4049729190404,8.035724276252013,1.0,-0.2246190891313408,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
35.0,5.0,250.0,6.298502531288964,2.0,23.0,0.9875576133979016,0.0,80.0,1830.0,23.0,1830.0,17.679061168793666,402.5806429752565,403.1228027723183,1.0,542.0,247.4455065846444,8.03340326766185,1.0,-0.2186660652060104,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
2.0,5.0,286.0,5.916199750007303,2.0,23.0,0.9908305821025648,0.0,83.0,1830.0,23.0,1830.0,17.231726479704697,401.209334123209,401.6603313359369,1.0,543.0,244.2980698212573,8.019319153740335,1.0,-0.1711215494906053,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
28.0,5.0,258.0,6.180632083311135,2.0,23.0,0.9880578546654414,0.0,81.0,1830.0,23.0,1830.0,17.28187636142279,401.919452816608,402.4176720151301,1.0,548.0,248.55300273642425,8.028163864902197,1.0,-0.1837156493375596,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
1.0,5.0,276.0,5.908647941434824,2.0,23.0,0.9979081044187968,0.0,68.0,1830.0,23.0,1830.0,15.066563491492078,401.5181994198941,401.98970623880416,1.0,534.0,244.2604137377841,8.022991623525122,1.0,-0.1851553692435926,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
25.0,5.0,221.0,6.068771785541313,2.0,23.0,0.9615320931534096,0.0,74.0,1830.0,23.0,1830.0,16.563174180641404,402.2426568829971,402.7623580685112,1.0,527.0,241.39262655270423,8.031945783193455,1.0,-0.2055808968113389,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
44.0,5.0,260.0,6.361852890541042,2.0,23.0,0.9904978216534648,0.0,79.0,1830.0,23.0,1830.0,17.66982966061427,402.7422514464698,403.2951530142898,1.0,540.0,247.35761231337736,8.034995631733715,1.0,-0.2232578090179253,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
33.0,5.0,270.0,6.187121378214128,2.0,23.0,0.9877244822949784,0.0,76.0,1830.0,23.0,1830.0,16.65615173622698,402.0620131404243,402.5696527275022,1.0,541.0,246.95296129443227,8.02960199090039,1.0,-0.1943837277152336,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
41.0,5.0,250.0,6.351437218783992,2.0,23.0,0.9917074373746302,0.0,79.0,1830.0,23.0,1830.0,17.67036819615209,402.8127366732847,403.370332884994,1.0,540.0,247.46377406047336,8.035054809926732,1.0,-0.226693263703653,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
42.0,5.0,249.0,6.361253541656816,2.0,23.0,0.991487763215151,0.0,79.0,1830.0,23.0,1830.0,17.762273354831628,402.8421605502759,403.4017102762295,1.0,540.0,247.45123345724335,8.035461806634189,1.0,-0.227117124242674,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
34.0,5.0,302.0,6.16526383566778,2.0,23.0,0.9900246149504148,0.0,84.0,1830.0,23.0,1830.0,18.49954203349659,401.78065906012085,402.2695970183051,1.0,545.0,247.4252416227859,8.025627979762893,1.0,-0.2143553288329424,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
43.0,5.0,272.0,6.373566641649661,2.0,23.0,0.9913373408947368,0.0,83.0,1830.0,23.0,1830.0,18.2703072042906,402.8009498402492,403.35775656994537,1.0,541.0,246.93667234142296,8.034598164892616,1.0,-0.2255478521983472,0,1cfa7d21851756efed4eb0384c73c839dc60b458,42.0
